,,0,1,2,3,4
4,78,1,1,0,1,1
4,95,1,1,1,1,0
4,102,1,1,1,1,0
4,104,1,1,1,1,0
4,108,1,1,1,0,1
4,114,0,1,1,1,1
4,125,1,1,1,1,0
4,128,1,1,1,1,0
4,132,1,1,1,1,0
4,138,1,1,1,0,1
4,139,1,1,1,0,1
4,141,1,1,0,1,1
4,158,1,1,1,1,0
4,159,1,1,1,1,0
4,161,1,1,0,1,1
4,163,1,1,1,1,0
4,171,1,1,1,0,1
4,173,1,1,1,1,0
4,188,1,1,1,1,0
4,189,1,1,1,1,0
4,195,0,1,1,1,1
9,4,1,1,1,0,1
9,10,1,1,1,1,0
9,17,1,1,1,1,0
9,22,1,1,1,1,0
9,25,1,1,1,1,0
9,29,1,1,1,1,0
9,39,0,1,1,1,1
9,52,1,1,1,1,0
9,53,1,1,1,0,1
9,56,1,1,1,1,0
9,98,1,1,1,1,0
9,105,1,1,1,0,1
9,114,1,1,1,1,0
9,118,1,1,0,1,1
9,128,0,1,1,1,1
9,134,1,1,1,1,0
9,151,1,1,1,1,0
9,156,1,1,1,0,1
9,157,1,1,1,0,1
9,173,0,1,1,1,1
9,187,1,1,1,0,1
9,190,1,1,1,1,0
9,195,1,1,1,1,0
10,11,1,1,1,1,0
10,12,1,1,1,1,0
10,14,1,1,1,0,1
10,16,1,1,1,0,1
10,26,1,1,1,1,0
10,31,1,1,1,1,0
10,34,1,1,1,1,0
10,38,1,1,1,1,0
10,44,1,1,1,1,0
10,45,1,1,1,1,0
10,46,1,1,1,0,1
10,58,1,1,1,0,1
10,61,0,1,1,1,1
10,72,0,1,1,1,1
10,73,0,1,1,1,1
10,89,0,1,1,1,1
10,95,1,1,1,1,0
10,102,1,1,1,1,0
10,103,1,1,1,0,1
10,104,1,1,1,1,0
10,125,1,1,1,1,0
10,132,1,1,1,1,0
10,135,0,1,1,1,1
10,136,1,1,1,0,1
10,143,1,1,1,1,0
10,153,1,1,1,0,1
10,158,1,1,1,1,0
10,159,1,1,1,1,0
10,163,1,1,1,1,0
10,188,1,1,1,1,0
10,189,1,1,1,1,0
12,11,1,1,1,1,0
12,12,1,1,1,1,0
12,26,1,1,1,1,0
12,27,1,0,1,1,1
12,38,1,1,1,1,0
12,39,1,1,1,1,0
12,42,1,1,0,1,1
12,44,1,1,1,1,0
12,45,1,1,1,1,0
12,52,0,1,1,1,1
12,63,1,1,1,0,1
12,76,1,1,1,0,1
12,78,1,1,0,1,1
12,95,1,1,1,1,0
12,102,1,1,1,1,0
12,104,1,1,1,1,0
12,108,1,1,1,0,1
12,114,0,1,1,1,1
12,125,1,1,1,1,0
12,128,1,1,1,1,0
12,132,1,1,1,1,0
12,138,1,1,1,0,1
12,139,1,1,1,0,1
12,141,1,1,0,1,1
12,158,1,1,1,1,0
12,159,1,1,1,1,0
12,161,1,1,0,1,1
12,163,1,1,1,1,0
12,171,1,1,1,0,1
12,173,1,1,1,1,0
12,188,1,1,1,1,0
12,189,1,1,1,1,0
12,195,0,1,1,1,1
14,7,1,1,0,1,1
14,10,0,1,1,1,1
14,17,0,1,1,1,1
14,22,0,1,1,1,1
14,25,0,1,1,1,1
14,29,0,1,1,1,1
14,31,1,1,1,1,0
14,34,1,1,1,1,0
14,38,1,1,1,1,0
14,39,1,1,1,1,0
14,44,1,1,1,1,0
14,51,1,1,1,0,1
14,54,1,1,0,1,1
14,56,0,1,1,1,1
14,65,1,1,1,0,1
14,74,1,1,1,0,1
14,83,1,1,1,0,1
14,104,1,1,1,1,0
14,109,1,1,1,0,1
14,125,1,1,1,1,0
14,128,1,1,1,1,0
14,131,1,1,1,0,1
14,132,1,1,1,1,0
14,133,1,1,1,0,1
14,143,1,1,1,1,0
14,151,0,1,1,1,1
14,158,1,1,1,1,0
14,168,1,1,1,0,1
14,172,1,1,0,1,1
14,173,1,1,1,1,0
14,175,1,1,0,1,1
14,178,1,1,1,0,1
14,186,1,1,1,0,1
14,189,1,1,1,1,0
14,190,0,1,1,1,1
14,194,1,1,1,0,1
18,7,1,1,0,1,1
18,10,0,1,1,1,1
18,17,0,1,1,1,1
18,22,0,1,1,1,1
18,25,0,1,1,1,1
18,29,0,1,1,1,1
18,31,1,1,1,1,0
18,34,1,1,1,1,0
18,38,1,1,1,1,0
18,39,1,1,1,1,0
18,44,1,1,1,1,0
18,51,1,1,1,0,1
18,54,1,1,0,1,1
18,56,0,1,1,1,1
18,65,1,1,1,0,1
18,74,1,1,1,0,1
18,83,1,1,1,0,1
18,104,1,1,1,1,0
18,109,1,1,1,0,1
18,125,1,1,1,1,0
18,128,1,1,1,1,0
18,131,1,1,1,0,1
18,132,1,1,1,1,0
18,133,1,1,1,0,1
18,143,1,1,1,1,0
18,151,0,1,1,1,1
18,158,1,1,1,1,0
18,168,1,1,1,0,1
18,172,1,1,0,1,1
18,173,1,1,1,1,0
18,175,1,1,0,1,1
18,178,1,1,1,0,1
18,186,1,1,1,0,1
18,189,1,1,1,1,0
18,190,0,1,1,1,1
18,194,1,1,1,0,1
28,11,1,1,1,1,0
28,12,1,1,1,1,0
28,14,1,1,1,0,1
28,16,1,1,1,0,1
28,26,1,1,1,1,0
28,31,1,1,1,1,0
28,34,1,1,1,1,0
28,38,1,1,1,1,0
28,44,1,1,1,1,0
28,45,1,1,1,1,0
28,46,1,1,1,0,1
28,58,1,1,1,0,1
28,61,0,1,1,1,1
28,72,0,1,1,1,1
28,73,0,1,1,1,1
28,89,0,1,1,1,1
28,95,1,1,1,1,0
28,102,1,1,1,1,0
28,103,1,1,1,0,1
28,104,1,1,1,1,0
28,125,1,1,1,1,0
28,132,1,1,1,1,0
28,135,0,1,1,1,1
28,136,1,1,1,0,1
28,143,1,1,1,1,0
28,153,1,1,1,0,1
28,158,1,1,1,1,0
28,159,1,1,1,1,0
28,163,1,1,1,1,0
28,188,1,1,1,1,0
28,189,1,1,1,1,0
39,3,1,1,0,1,1
39,11,0,1,1,1,1
39,12,0,1,1,1,1
39,26,0,1,1,1,1
39,41,1,1,1,0,1
39,43,1,1,1,0,1
39,45,0,1,1,1,1
39,48,1,1,1,0,1
39,49,1,1,1,0,1
39,52,1,1,1,1,0
39,61,1,1,1,1,0
39,69,1,1,0,1,1
39,71,1,0,1,1,1
39,72,1,1,1,1,0
39,73,1,1,1,1,0
39,88,1,1,1,0,1
39,89,1,1,1,1,0
39,92,1,1,0,1,1
39,95,0,1,1,1,1
39,98,1,1,1,1,0
39,102,0,1,1,1,1
39,112,1,1,0,1,1
39,114,1,1,1,1,0
39,134,1,1,1,1,0
39,135,1,1,1,1,0
39,159,0,1,1,1,1
39,160,1,1,1,0,1
39,163,0,1,1,1,1
39,166,1,1,1,0,1
39,188,0,1,1,1,1
39,192,1,1,0,1,1
39,195,1,1,1,1,0
77,3,1,1,0,1,1
77,11,0,1,1,1,1
77,12,0,1,1,1,1
77,26,0,1,1,1,1
77,41,1,1,1,0,1
77,43,1,1,1,0,1
77,45,0,1,1,1,1
77,48,1,1,1,0,1
77,49,1,1,1,0,1
77,52,1,1,1,1,0
77,61,1,1,1,1,0
77,69,1,1,0,1,1
77,71,1,0,1,1,1
77,72,1,1,1,1,0
77,73,1,1,1,1,0
77,88,1,1,1,0,1
77,89,1,1,1,1,0
77,92,1,1,0,1,1
77,95,0,1,1,1,1
77,98,1,1,1,1,0
77,102,0,1,1,1,1
77,112,1,1,0,1,1
77,114,1,1,1,1,0
77,134,1,1,1,1,0
77,135,1,1,1,1,0
77,159,0,1,1,1,1
77,160,1,1,1,0,1
77,163,0,1,1,1,1
77,166,1,1,1,0,1
77,188,0,1,1,1,1
77,192,1,1,0,1,1
77,195,1,1,1,1,0
80,3,1,1,0,1,1
80,11,0,1,1,1,1
80,12,0,1,1,1,1
80,26,0,1,1,1,1
80,41,1,1,1,0,1
80,43,1,1,1,0,1
80,45,0,1,1,1,1
80,48,1,1,1,0,1
80,49,1,1,1,0,1
80,52,1,1,1,1,0
80,61,1,1,1,1,0
80,69,1,1,0,1,1
80,71,1,0,1,1,1
80,72,1,1,1,1,0
80,73,1,1,1,1,0
80,88,1,1,1,0,1
80,89,1,1,1,1,0
80,92,1,1,0,1,1
80,95,0,1,1,1,1
80,98,1,1,1,1,0
80,102,0,1,1,1,1
80,112,1,1,0,1,1
80,114,1,1,1,1,0
80,134,1,1,1,1,0
80,135,1,1,1,1,0
80,159,0,1,1,1,1
80,160,1,1,1,0,1
80,163,0,1,1,1,1
80,166,1,1,1,0,1
80,188,0,1,1,1,1
80,192,1,1,0,1,1
80,195,1,1,1,1,0
82,5,1,1,1,0,1
82,10,1,1,1,1,0
82,17,1,1,1,1,0
82,22,1,1,1,1,0
82,25,1,1,1,1,0
82,29,1,1,1,1,0
82,30,1,1,1,0,1
82,31,0,1,1,1,1
82,34,0,1,1,1,1
82,35,1,1,0,1,1
82,37,1,1,0,1,1
82,56,1,1,1,1,0
82,61,1,1,1,1,0
82,72,1,1,1,1,0
82,73,1,1,1,1,0
82,89,1,1,1,1,0
82,98,1,1,1,1,0
82,134,1,1,1,1,0
82,135,1,1,1,1,0
82,143,0,1,1,1,1
82,151,1,1,1,1,0
82,177,1,1,0,1,1
82,190,1,1,1,1,0
82,191,1,1,1,0,1
84,3,1,1,1,1,0
84,6,1,1,1,1,0
84,23,1,1,1,1,0
84,42,0,1,1,1,1
84,52,1,1,0,1,1
84,66,1,1,1,0,1
84,69,1,1,1,1,0
84,70,1,1,1,0,1
84,78,0,1,1,1,1
84,92,1,1,1,1,0
84,99,1,1,1,0,1
84,112,1,1,1,1,0
84,114,1,1,0,1,1
84,118,1,1,1,1,0
84,119,1,1,1,0,1
84,121,1,1,1,0,1
84,129,1,1,1,0,1
84,140,1,1,1,0,1
84,141,0,1,1,1,1
84,161,0,1,1,1,1
84,174,1,1,1,1,0
84,192,1,1,1,1,0
84,195,1,1,0,1,1
92,31,1,0,1,1,1
92,34,1,0,1,1,1
92,64,1,1,1,0,1
92,143,1,0,1,1,1
92,144,1,1,1,1,0
105,6,1,1,0,1,1
105,10,1,1,1,1,0
105,17,1,1,1,1,0
105,22,1,1,1,1,0
105,23,1,1,0,1,1
105,25,1,1,1,1,0
105,29,1,1,1,1,0
105,38,0,1,1,1,1
105,44,0,1,1,1,1
105,52,1,1,1,1,0
105,56,1,1,1,1,0
105,61,1,1,1,1,0
105,72,1,1,1,1,0
105,73,1,1,1,1,0
105,87,1,1,1,0,1
105,89,1,1,1,1,0
105,93,1,1,1,0,1
105,104,0,1,1,1,1
105,107,1,1,1,0,1
105,114,1,1,1,1,0
105,125,0,1,1,1,1
105,132,0,1,1,1,1
105,135,1,1,1,1,0
105,137,1,1,1,0,1
105,151,1,1,1,1,0
105,158,0,1,1,1,1
105,170,1,1,1,0,1
105,174,1,1,0,1,1
105,185,1,1,1,0,1
105,189,0,1,1,1,1
105,190,1,1,1,1,0
105,195,1,1,1,1,0
115,4,1,1,1,0,1
115,10,1,1,1,1,0
115,17,1,1,1,1,0
115,22,1,1,1,1,0
115,25,1,1,1,1,0
115,29,1,1,1,1,0
115,39,0,1,1,1,1
115,52,1,1,1,1,0
115,53,1,1,1,0,1
115,56,1,1,1,1,0
115,98,1,1,1,1,0
115,105,1,1,1,0,1
115,114,1,1,1,1,0
115,118,1,1,0,1,1
115,128,0,1,1,1,1
115,134,1,1,1,1,0
115,151,1,1,1,1,0
115,156,1,1,1,0,1
115,157,1,1,1,0,1
115,173,0,1,1,1,1
115,187,1,1,1,0,1
115,190,1,1,1,1,0
115,195,1,1,1,1,0
121,4,1,1,1,0,1
121,10,1,1,1,1,0
121,17,1,1,1,1,0
121,22,1,1,1,1,0
121,25,1,1,1,1,0
121,29,1,1,1,1,0
121,39,0,1,1,1,1
121,52,1,1,1,1,0
121,53,1,1,1,0,1
121,56,1,1,1,1,0
121,98,1,1,1,1,0
121,105,1,1,1,0,1
121,114,1,1,1,1,0
121,118,1,1,0,1,1
121,128,0,1,1,1,1
121,134,1,1,1,1,0
121,151,1,1,1,1,0
121,156,1,1,1,0,1
121,157,1,1,1,0,1
121,173,0,1,1,1,1
121,187,1,1,1,0,1
121,190,1,1,1,1,0
121,195,1,1,1,1,0
125,11,1,1,1,1,0
125,12,1,1,1,1,0
125,26,1,1,1,1,0
125,27,1,0,1,1,1
125,38,1,1,1,1,0
125,39,1,1,1,1,0
125,42,1,1,0,1,1
125,44,1,1,1,1,0
125,45,1,1,1,1,0
125,52,0,1,1,1,1
125,63,1,1,1,0,1
125,76,1,1,1,0,1
125,78,1,1,0,1,1
125,95,1,1,1,1,0
125,102,1,1,1,1,0
125,104,1,1,1,1,0
125,108,1,1,1,0,1
125,114,0,1,1,1,1
125,125,1,1,1,1,0
125,128,1,1,1,1,0
125,132,1,1,1,1,0
125,138,1,1,1,0,1
125,139,1,1,1,0,1
125,141,1,1,0,1,1
125,158,1,1,1,1,0
125,159,1,1,1,1,0
125,161,1,1,0,1,1
125,163,1,1,1,1,0
125,171,1,1,1,0,1
125,173,1,1,1,1,0
125,188,1,1,1,1,0
125,189,1,1,1,1,0
125,195,0,1,1,1,1
129,7,1,1,0,1,1
129,10,0,1,1,1,1
129,17,0,1,1,1,1
129,22,0,1,1,1,1
129,25,0,1,1,1,1
129,29,0,1,1,1,1
129,31,1,1,1,1,0
129,34,1,1,1,1,0
129,38,1,1,1,1,0
129,39,1,1,1,1,0
129,44,1,1,1,1,0
129,51,1,1,1,0,1
129,54,1,1,0,1,1
129,56,0,1,1,1,1
129,65,1,1,1,0,1
129,74,1,1,1,0,1
129,83,1,1,1,0,1
129,104,1,1,1,1,0
129,109,1,1,1,0,1
129,125,1,1,1,1,0
129,128,1,1,1,1,0
129,131,1,1,1,0,1
129,132,1,1,1,1,0
129,133,1,1,1,0,1
129,143,1,1,1,1,0
129,151,0,1,1,1,1
129,158,1,1,1,1,0
129,168,1,1,1,0,1
129,172,1,1,0,1,1
129,173,1,1,1,1,0
129,175,1,1,0,1,1
129,178,1,1,1,0,1
129,186,1,1,1,0,1
129,189,1,1,1,1,0
129,190,0,1,1,1,1
129,194,1,1,1,0,1
131,11,1,1,1,1,0
131,12,1,1,1,1,0
131,20,1,1,1,0,1
131,26,1,1,1,1,0
131,31,1,1,1,1,0
131,34,1,1,1,1,0
131,39,1,1,1,1,0
131,45,1,1,1,1,0
131,57,1,1,1,0,1
131,62,1,1,1,0,1
131,77,1,1,1,0,1
131,86,1,1,1,0,1
131,91,1,1,0,1,1
131,95,1,1,1,1,0
131,98,0,1,1,1,1
131,100,1,1,1,0,1
131,102,1,1,1,1,0
131,117,1,1,1,0,1
131,127,1,1,0,1,1
131,128,1,1,1,1,0
131,134,0,1,1,1,1
131,143,1,1,1,1,0
131,144,1,0,1,1,1
131,146,1,1,1,0,1
131,155,1,1,1,0,1
131,159,1,1,1,1,0
131,163,1,1,1,1,0
131,173,1,1,1,1,0
131,176,1,1,1,0,1
131,183,1,1,1,0,1
131,188,1,1,1,1,0
132,3,1,1,1,1,0
132,6,1,1,1,1,0
132,23,1,1,1,1,0
132,42,0,1,1,1,1
132,52,1,1,0,1,1
132,66,1,1,1,0,1
132,69,1,1,1,1,0
132,70,1,1,1,0,1
132,78,0,1,1,1,1
132,92,1,1,1,1,0
132,99,1,1,1,0,1
132,112,1,1,1,1,0
132,114,1,1,0,1,1
132,118,1,1,1,1,0
132,119,1,1,1,0,1
132,121,1,1,1,0,1
132,129,1,1,1,0,1
132,140,1,1,1,0,1
132,141,0,1,1,1,1
132,161,0,1,1,1,1
132,174,1,1,1,1,0
132,192,1,1,1,1,0
132,195,1,1,0,1,1
135,7,1,1,0,1,1
135,10,0,1,1,1,1
135,17,0,1,1,1,1
135,22,0,1,1,1,1
135,25,0,1,1,1,1
135,29,0,1,1,1,1
135,31,1,1,1,1,0
135,34,1,1,1,1,0
135,38,1,1,1,1,0
135,39,1,1,1,1,0
135,44,1,1,1,1,0
135,51,1,1,1,0,1
135,54,1,1,0,1,1
135,56,0,1,1,1,1
135,65,1,1,1,0,1
135,74,1,1,1,0,1
135,83,1,1,1,0,1
135,104,1,1,1,1,0
135,109,1,1,1,0,1
135,125,1,1,1,1,0
135,128,1,1,1,1,0
135,131,1,1,1,0,1
135,132,1,1,1,1,0
135,133,1,1,1,0,1
135,143,1,1,1,1,0
135,151,0,1,1,1,1
135,158,1,1,1,1,0
135,168,1,1,1,0,1
135,172,1,1,0,1,1
135,173,1,1,1,1,0
135,175,1,1,0,1,1
135,178,1,1,1,0,1
135,186,1,1,1,0,1
135,189,1,1,1,1,0
135,190,0,1,1,1,1
135,194,1,1,1,0,1
140,3,1,1,0,1,1
140,11,0,1,1,1,1
140,12,0,1,1,1,1
140,26,0,1,1,1,1
140,41,1,1,1,0,1
140,43,1,1,1,0,1
140,45,0,1,1,1,1
140,48,1,1,1,0,1
140,49,1,1,1,0,1
140,52,1,1,1,1,0
140,61,1,1,1,1,0
140,69,1,1,0,1,1
140,71,1,0,1,1,1
140,72,1,1,1,1,0
140,73,1,1,1,1,0
140,88,1,1,1,0,1
140,89,1,1,1,1,0
140,92,1,1,0,1,1
140,95,0,1,1,1,1
140,98,1,1,1,1,0
140,102,0,1,1,1,1
140,112,1,1,0,1,1
140,114,1,1,1,1,0
140,134,1,1,1,1,0
140,135,1,1,1,1,0
140,159,0,1,1,1,1
140,160,1,1,1,0,1
140,163,0,1,1,1,1
140,166,1,1,1,0,1
140,188,0,1,1,1,1
140,192,1,1,0,1,1
140,195,1,1,1,1,0
151,11,1,1,1,1,0
151,12,1,1,1,1,0
151,14,1,1,1,0,1
151,16,1,1,1,0,1
151,26,1,1,1,1,0
151,31,1,1,1,1,0
151,34,1,1,1,1,0
151,38,1,1,1,1,0
151,44,1,1,1,1,0
151,45,1,1,1,1,0
151,46,1,1,1,0,1
151,58,1,1,1,0,1
151,61,0,1,1,1,1
151,72,0,1,1,1,1
151,73,0,1,1,1,1
151,89,0,1,1,1,1
151,95,1,1,1,1,0
151,102,1,1,1,1,0
151,103,1,1,1,0,1
151,104,1,1,1,1,0
151,125,1,1,1,1,0
151,132,1,1,1,1,0
151,135,0,1,1,1,1
151,136,1,1,1,0,1
151,143,1,1,1,1,0
151,153,1,1,1,0,1
151,158,1,1,1,1,0
151,159,1,1,1,1,0
151,163,1,1,1,1,0
151,188,1,1,1,1,0
151,189,1,1,1,1,0
155,3,1,1,0,1,1
155,11,0,1,1,1,1
155,12,0,1,1,1,1
155,26,0,1,1,1,1
155,41,1,1,1,0,1
155,43,1,1,1,0,1
155,45,0,1,1,1,1
155,48,1,1,1,0,1
155,49,1,1,1,0,1
155,52,1,1,1,1,0
155,61,1,1,1,1,0
155,69,1,1,0,1,1
155,71,1,0,1,1,1
155,72,1,1,1,1,0
155,73,1,1,1,1,0
155,88,1,1,1,0,1
155,89,1,1,1,1,0
155,92,1,1,0,1,1
155,95,0,1,1,1,1
155,98,1,1,1,1,0
155,102,0,1,1,1,1
155,112,1,1,0,1,1
155,114,1,1,1,1,0
155,134,1,1,1,1,0
155,135,1,1,1,1,0
155,159,0,1,1,1,1
155,160,1,1,1,0,1
155,163,0,1,1,1,1
155,166,1,1,1,0,1
155,188,0,1,1,1,1
155,192,1,1,0,1,1
155,195,1,1,1,1,0
159,6,1,1,1,1,0
159,7,0,1,1,1,1
159,10,1,1,0,1,1
159,17,1,1,0,1,1
159,21,1,1,1,0,1
159,22,1,1,0,1,1
159,23,1,1,1,1,0
159,25,1,1,0,1,1
159,29,1,1,0,1,1
159,35,1,1,1,1,0
159,37,1,1,1,1,0
159,54,0,1,1,1,1
159,56,1,1,0,1,1
159,118,1,1,1,1,0
159,122,1,1,1,0,1
159,123,1,1,1,0,1
159,149,1,1,1,0,1
159,151,1,1,0,1,1
159,172,0,1,1,1,1
159,174,1,1,1,1,0
159,175,0,1,1,1,1
159,177,1,1,1,1,0
159,190,1,1,0,1,1
171,6,0,1,1,1,1
171,7,1,1,1,1,0
171,23,0,1,1,1,1
171,33,1,1,1,0,1
171,38,1,1,0,1,1
171,42,1,1,1,1,0
171,44,1,1,0,1,1
171,47,1,1,1,0,1
171,54,1,1,1,1,0
171,55,1,1,1,0,1
171,75,1,1,1,0,1
171,78,1,1,1,1,0
171,82,1,1,1,0,1
171,104,1,1,0,1,1
171,115,1,1,1,0,1
171,116,1,1,1,0,1
171,124,1,1,1,0,1
171,125,1,1,0,1,1
171,126,1,0,1,1,1
171,132,1,1,0,1,1
171,141,1,1,1,1,0
171,142,1,1,1,0,1
171,145,1,1,1,0,1
171,147,1,1,1,0,1
171,158,1,1,0,1,1
171,161,1,1,1,1,0
171,162,1,1,1,0,1
171,169,1,1,1,0,1
171,172,1,1,1,1,0
171,174,0,1,1,1,1
171,175,1,1,1,1,0
171,189,1,1,0,1,1
174,7,1,1,0,1,1
174,10,0,1,1,1,1
174,17,0,1,1,1,1
174,22,0,1,1,1,1
174,25,0,1,1,1,1
174,29,0,1,1,1,1
174,31,1,1,1,1,0
174,34,1,1,1,1,0
174,38,1,1,1,1,0
174,39,1,1,1,1,0
174,44,1,1,1,1,0
174,51,1,1,1,0,1
174,54,1,1,0,1,1
174,56,0,1,1,1,1
174,65,1,1,1,0,1
174,74,1,1,1,0,1
174,83,1,1,1,0,1
174,104,1,1,1,1,0
174,109,1,1,1,0,1
174,125,1,1,1,1,0
174,128,1,1,1,1,0
174,131,1,1,1,0,1
174,132,1,1,1,1,0
174,133,1,1,1,0,1
174,143,1,1,1,1,0
174,151,0,1,1,1,1
174,158,1,1,1,1,0
174,168,1,1,1,0,1
174,172,1,1,0,1,1
174,173,1,1,1,1,0
174,175,1,1,0,1,1
174,178,1,1,1,0,1
174,186,1,1,1,0,1
174,189,1,1,1,1,0
174,190,0,1,1,1,1
174,194,1,1,1,0,1
184,11,1,1,1,1,0
184,12,1,1,1,1,0
184,20,1,1,1,0,1
184,26,1,1,1,1,0
184,31,1,1,1,1,0
184,34,1,1,1,1,0
184,39,1,1,1,1,0
184,45,1,1,1,1,0
184,57,1,1,1,0,1
184,62,1,1,1,0,1
184,77,1,1,1,0,1
184,86,1,1,1,0,1
184,91,1,1,0,1,1
184,95,1,1,1,1,0
184,98,0,1,1,1,1
184,100,1,1,1,0,1
184,102,1,1,1,1,0
184,117,1,1,1,0,1
184,127,1,1,0,1,1
184,128,1,1,1,1,0
184,134,0,1,1,1,1
184,143,1,1,1,1,0
184,144,1,0,1,1,1
184,146,1,1,1,0,1
184,155,1,1,1,0,1
184,159,1,1,1,1,0
184,163,1,1,1,1,0
184,173,1,1,1,1,0
184,176,1,1,1,0,1
184,183,1,1,1,0,1
184,188,1,1,1,1,0
188,11,1,1,1,1,0
188,12,1,1,1,1,0
188,20,1,1,1,0,1
188,26,1,1,1,1,0
188,31,1,1,1,1,0
188,34,1,1,1,1,0
188,39,1,1,1,1,0
188,45,1,1,1,1,0
188,57,1,1,1,0,1
188,62,1,1,1,0,1
188,77,1,1,1,0,1
188,86,1,1,1,0,1
188,91,1,1,0,1,1
188,95,1,1,1,1,0
188,98,0,1,1,1,1
188,100,1,1,1,0,1
188,102,1,1,1,1,0
188,117,1,1,1,0,1
188,127,1,1,0,1,1
188,128,1,1,1,1,0
188,134,0,1,1,1,1
188,143,1,1,1,1,0
188,144,1,0,1,1,1
188,146,1,1,1,0,1
188,155,1,1,1,0,1
188,159,1,1,1,1,0
188,163,1,1,1,1,0
188,173,1,1,1,1,0
188,176,1,1,1,0,1
188,183,1,1,1,0,1
188,188,1,1,1,1,0
207,40,1,1,1,0,1
207,50,1,1,1,0,1
207,85,1,1,1,1,0
207,91,1,0,1,1,1
207,127,1,0,1,1,1
207,144,1,1,0,1,1
210,6,1,1,1,1,0
210,7,0,1,1,1,1
210,10,1,1,0,1,1
210,17,1,1,0,1,1
210,21,1,1,1,0,1
210,22,1,1,0,1,1
210,23,1,1,1,1,0
210,25,1,1,0,1,1
210,29,1,1,0,1,1
210,35,1,1,1,1,0
210,37,1,1,1,1,0
210,54,0,1,1,1,1
210,56,1,1,0,1,1
210,118,1,1,1,1,0
210,122,1,1,1,0,1
210,123,1,1,1,0,1
210,149,1,1,1,0,1
210,151,1,1,0,1,1
210,172,0,1,1,1,1
210,174,1,1,1,1,0
210,175,0,1,1,1,1
210,177,1,1,1,1,0
210,190,1,1,0,1,1
212,3,1,1,0,1,1
212,11,0,1,1,1,1
212,12,0,1,1,1,1
212,26,0,1,1,1,1
212,41,1,1,1,0,1
212,43,1,1,1,0,1
212,45,0,1,1,1,1
212,48,1,1,1,0,1
212,49,1,1,1,0,1
212,52,1,1,1,1,0
212,61,1,1,1,1,0
212,69,1,1,0,1,1
212,71,1,0,1,1,1
212,72,1,1,1,1,0
212,73,1,1,1,1,0
212,88,1,1,1,0,1
212,89,1,1,1,1,0
212,92,1,1,0,1,1
212,95,0,1,1,1,1
212,98,1,1,1,1,0
212,102,0,1,1,1,1
212,112,1,1,0,1,1
212,114,1,1,1,1,0
212,134,1,1,1,1,0
212,135,1,1,1,1,0
212,159,0,1,1,1,1
212,160,1,1,1,0,1
212,163,0,1,1,1,1
212,166,1,1,1,0,1
212,188,0,1,1,1,1
212,192,1,1,0,1,1
212,195,1,1,1,1,0
213,3,1,1,1,1,0
213,35,1,1,1,1,0
213,36,1,1,1,0,1
213,37,1,1,1,1,0
213,69,1,1,1,1,0
213,90,1,1,1,0,1
213,91,0,1,1,1,1
213,92,1,1,1,1,0
213,94,1,1,1,0,1
213,98,1,1,0,1,1
213,106,1,1,1,0,1
213,112,1,1,1,1,0
213,118,1,1,1,1,0
213,127,0,1,1,1,1
213,134,1,1,0,1,1
213,148,1,1,1,0,1
213,152,1,1,1,0,1
213,154,1,1,1,0,1
